tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
lHand -0.0114702 1.38693 -1.1712 0.0901885 -0.000272958 -0.643879 0.759793 1.07077
lForeArm 0.00731528 1.46228 -0.790765 0.453842 0.394501 -0.63072 0.490498 1.07077
rHand -0.0480937 1.42322 0.701516 0.624444 0.755243 -0.0945573 0.175315 1.07077
rForeArm -0.00369334 1.45838 0.330983 0.610885 0.461557 -0.261877 0.587542 1.07077
lFoot -0.0200204 0.0850289 -0.322067 0.0255503 0.136368 -0.848746 0.510276 1.07077
rFoot -0.0624521 0.0396594 0.0210483 0.849231 0.503474 -0.0570494 0.148545 1.07077
head 0.226815 1.68627 -0.204803 0.0124167 -0.688759 -0.0726329 0.721236 1.07077
hip 0.00115716 1.02822 -0.0531783 -0.726645 -0.679714 0.093823 0.03426 1.07077
lHand -0.0113199 1.38596 -1.17363 0.0895509 -0.000172633 -0.644281 0.759528 1.07077
lForeArm 0.00834465 1.46119 -0.793304 0.453827 0.394209 -0.631941 0.489173 1.07077
rHand -0.0484233 1.42218 0.698365 0.627307 0.75301 -0.0932039 0.175427 1.07077
rForeArm -0.00304866 1.45779 0.32771 0.612867 0.459163 -0.261946 0.587322 1.07077
lFoot -0.0201437 0.0846206 -0.322394 0.0243278 0.135543 -0.84854 0.510898 1.07077
rFoot -0.0622864 0.0399512 0.0205913 0.848929 0.503447 -0.0584007 0.149833 1.07077
head 0.229642 1.68527 -0.207636 0.0114918 -0.688921 -0.0732108 0.721038 1.07077
hip -0.000357985 1.02738 -0.0560665 -0.7285 -0.677984 0.0916699 0.0349507 1.07077
lHand -0.0109322 1.38506 -1.17598 0.089124 0.000345267 -0.643745 0.760032 1.07077
