tag rawPosX rawPosY rawPosZ rawRotX rawRotY rawRotZ rawRotW scale
lHand 0.011616 1.4291 -0.955436 0.245924 -0.0443038 -0.522088 0.815465 1.04192
lForeArm -0.0384765 1.4662 -0.601448 0.445311 0.452357 -0.483997 0.602344 1.04192
rHand -0.0813152 1.49276 0.905549 0.651419 0.742901 -0.133398 0.0771823 1.04192
rForeArm -0.0722282 1.50398 0.536842 0.483824 0.55771 -0.413152 0.533086 1.04192
lFoot -0.0468993 0.0110792 -0.194857 0.116806 0.104725 -0.816071 0.556252 1.04192
rFoot -0.0612223 -0.00347757 0.167346 0.810692 0.563375 0.0175802 0.15836 1.04192
head 0.0539105 1.6973 -0.0323842 0.0843653 -0.692401 0.0603119 0.714021 1.04192
hip -0.0271831 1.02039 0.142185 0.759846 0.635092 0.0152573 0.138058 1.04192
lHand 0.0116432 1.42896 -0.955212 0.247602 -0.0429847 -0.51749 0.817955 1.04192
lForeArm -0.038929 1.46474 -0.601583 0.446294 0.452157 -0.482033 0.60334 1.04192
rHand -0.0812237 1.49238 0.905421 0.645046 0.7482 -0.133615 0.0791155 1.04192
rForeArm -0.072345 1.50286 0.536698 0.4814 0.558984 -0.412578 0.534387 1.04192
lFoot -0.0468993 0.0110792 -0.194857 0.116806 0.104725 -0.816071 0.556252 1.04192
rFoot -0.0612321 -0.00337005 0.167556 0.810701 0.563728 0.0165224 0.157168 1.04192
head 0.0540045 1.69748 -0.0327103 0.0840769 -0.692604 0.0599624 0.713887 1.04192
hip -0.0271204 1.02018 0.141999 0.759985 0.635213 0.0150523 0.136752 1.04192
lHand 0.0125759 1.42899 -0.95502 0.251345 -0.0416403 -0.513302 0.81952 1.04192
lForeArm -0.03918 1.46296 -0.601619 0.447558 0.451961 -0.481045 0.60334 1.04192
rHand -0.0810689 1.49191 0.905295 0.638878 0.753134 -0.133967 0.0817063 1.04192
rForeArm -0.0724175 1.50158 0.536513 0.478334 0.56105 -0.411442 0.535849 1.04192
lFoot -0.0544401 0.0106654 -0.195203 0.136436 0.102572 -0.817683 0.549781 1.04192
rFoot -0.0612286 -0.00340629 0.16765 0.810751 0.563856 0.0161267 0.15649 1.04192
head 0.0541576 1.69764 -0.0329103 0.0838401 -0.692741 0.0597697 0.713798 1.04192
hip -0.0271194 1.02007 0.141969 0.76001 0.635512 0.0151805 0.1352 1.04192
lHand 0.0133369 1.4288 -0.954734 0.253997 -0.0402924 -0.510825 0.820317 1.04192
lForeArm -0.0393955 1.46136 -0.601536 0.449362 0.451227 -0.480439 0.603031 1.04192
rHand -0.080891 1.49143 0.905045 0.633853 0.756961 -0.134593 0.0844087 1.04192
rForeArm -0.0724684 1.50022 0.536415 0.475602 0.563256 -0.409634 0.53735 1.04192
